record_id,window_idx,b_const_mean,b_roll_mean,b_roll_range,b_diff_whole_rec,b_const_outside_normal
1002,13,160.0,131.58704408661913,85.50785730984151,5.0,False
1002,14,110.0,123.25817689932653,90.05526106144086,45.0,False
1002,15,105.0,114.91728286398987,78.22899056281724,50.0,True
1002,16,100.0,98.9333121103651,88.35066051869016,55.0,True
1003,0,125.0,83.91045512206607,131.0052474090865,0.0,False
1003,1,125.0,98.80935764808,129.02283409743967,0.0,False
1003,2,125.0,120.78612670761271,129.030001884615,0.0,False
1003,3,125.0,125.82949063029274,7.232324646888955,0.0,False
1003,4,125.0,125.69049869165582,7.232324646888955,0.0,False
1003,5,125.0,125.53517565970874,7.232324646888955,0.0,False
1003,6,125.0,125.75215296892915,7.527906582107434,0.0,False
1003,7,125.0,125.31631697991237,9.243959783362342,0.0,False
1003,8,125.0,124.51311605243482,9.174165134990545,0.0,False
1003,9,125.0,124.79847654336278,5.7568942223773405,0.0,False
1003,10,125.0,125.13724804020822,7.564474263165195,0.0,False
1003,11,125.0,124.7986482874218,6.294122736835732,0.0,False
1003,12,125.0,124.45451116218187,5.720454497245811,0.0,False
1003,13,125.0,118.89261744263898,45.56293210479615,0.0,False
1003,14,125.0,113.05179277034867,47.31390529403231,0.0,False
1003,15,125.0,107.40620504403925,48.48481749155181,0.0,False
1003,16,110.0,91.15413167143781,126.70782808127692,15.0,False
1004,0,145.0,143.8908484638779,12.105597764333737,5.0,False
1004,1,140.0,142.1219428734774,11.155808766639439,0.0,False
1004,2,140.0,140.12767890845575,12.819900984002544,0.0,False
1004,3,140.0,138.47842569707635,11.775526717744867,0.0,False
1004,4,135.0,137.42333747100005,12.11728669612296,5.0,False
1004,5,135.0,136.680939276382,12.614867345931827,5.0,False
1004,6,135.0,135.49463788935628,13.822508699222453,5.0,False
1004,7,135.0,133.42346068503994,12.89681695056916,5.0,False
1004,8,135.0,132.33936659846728,7.94362900816094,5.0,False
1004,9,135.0,133.0814936991834,12.67159864726429,5.0,False
1004,10,135.0,135.54095617174943,25.86553675612936,5.0,False
1004,11,135.0,137.47221818770387,23.312059962319523,5.0,False
1004,12,135.0,140.00185638729397,23.312059962319523,5.0,False
1004,13,140.0,141.0827218969153,23.312059962319523,0.0,False
1004,14,140.0,136.70993227643876,57.11146507512595,0.0,False
1004,15,145.0,131.4738786636528,68.03034046927914,5.0,False
1004,16,145.0,124.34008013015962,73.22974580635767,5.0,False
1005,0,130.0,127.75804010004417,15.824370187936523,10.0,False
1005,1,130.0,128.42732338912163,14.778403953212859,10.0,False
1005,2,130.0,125.42423592742509,30.12322178797693,10.0,False
1005,3,130.0,123.18519636851426,31.38737585448608,10.0,False
1005,4,130.0,122.28466543398477,31.38737585448608,10.0,False
1005,5,115.0,121.15815080617952,31.38737585448608,5.0,False
1005,6,115.0,120.78768048234473,32.80808968700792,5.0,False
1005,7,115.0,118.2787312593604,28.027732008883575,5.0,False
1005,8,120.0,118.08221507608583,28.81107734893145,0.0,False
1005,9,115.0,115.33188018436796,49.89151794284054,5.0,False
1005,10,115.0,117.02195197309766,17.539969553903504,5.0,False
1005,11,120.0,119.48963619275487,11.613090874561905,0.0,False
1005,12,120.0,119.49973503182305,10.09692080025522,0.0,False
1005,13,120.0,119.1384681953544,10.09692080025522,0.0,False
1005,14,120.0,112.40613294222433,55.973906323742014,0.0,False
1005,15,120.0,111.40418805995517,39.17494376474717,0.0,False
1005,16,115.0,107.4509221415857,34.07995431165881,5.0,False
1006,0,140.0,148.18172798792347,38.60373647055775,0.0,False
1006,1,140.0,124.53831314885164,172.70116013579738,0.0,False
1006,2,140.0,107.27592910005681,172.70116013579738,0.0,False
1006,3,145.0,90.59765967137831,172.70116013579738,5.0,False
1006,4,140.0,82.38430997357611,143.3934680305723,0.0,False
1006,5,140.0,100.4190021060464,143.94714779830235,0.0,False
1006,6,140.0,117.86458890770828,144.4469665512192,0.0,False
1006,7,140.0,140.89586800994076,7.562173328166409,0.0,False
1006,8,140.0,140.84132743584337,10.049768604969216,0.0,False
1006,9,140.0,141.13140010565633,10.533498473494404,0.0,False
1006,10,140.0,131.6481544569921,66.45182242939003,0.0,False
1007,0,140.0,134.07057527660513,38.48906240160102,0.0,False
1007,1,140.0,132.32505797484978,42.31494227836028,0.0,False
1007,2,140.0,136.85366833829508,17.496313773591694,0.0,False
1007,3,140.0,137.9327227973726,14.489256006110338,0.0,False
1007,4,140.0,138.81257401835558,6.5342935749476965,0.0,False
1007,5,140.0,134.7027829567828,30.507293878335673,0.0,False
1007,6,140.0,130.41327861305564,37.75642538515264,0.0,False
1007,7,135.0,108.56630284648888,142.29682302851052,5.0,False
1007,8,130.0,90.86986026812569,137.6109500276542,10.0,False
1007,9,110.0,73.70918686230553,138.33851014087756,30.0,False
1007,10,95.0,72.53806615950828,162.11148601823544,45.0,True
1007,11,65.0,78.13403746562477,162.1114860182354,75.0,True
1007,12,70.0,85.50251127573894,162.1114860182354,70.0,True
1007,13,70.0,81.12219940610191,162.111486025247,70.0,True
1008,0,125.0,125.28388906161209,9.060701437998048,0.0,False
1008,1,125.0,125.1980596991675,13.66346964075845,0.0,False
1008,2,125.0,125.60942405016948,23.786536175034982,0.0,False
1008,3,125.0,121.82631157112681,26.128942930519244,0.0,False
1008,4,125.0,119.98469856878907,26.405483307363824,0.0,False
1008,5,125.0,118.36365875298341,26.55987603535212,0.0,False
1008,6,125.0,118.6149540480811,26.55987603535212,0.0,False
1008,7,125.0,119.0904702540468,26.55987603535212,0.0,False
1008,8,125.0,119.1063303032638,26.62656710339425,0.0,False
1008,9,125.0,119.24386767955126,27.15813528734853,0.0,False
1008,10,125.0,120.78462501332416,26.31564985104687,0.0,False
1008,11,125.0,119.76180077202439,28.319558364437214,0.0,False
1008,12,125.0,119.45641314817297,24.26476876001857,0.0,False
1008,13,125.0,118.65651368732856,24.26476876001857,0.0,False
1008,14,125.0,118.80509583706376,24.26476876001857,0.0,False
1008,15,125.0,119.69383352436499,24.7994621181019,0.0,False
1008,16,125.0,120.92078451163503,33.47039476965071,0.0,False
1009,0,140.0,123.41648756451502,90.90832892778828,5.0,False
1009,1,140.0,128.1273338241706,162.07470856125659,5.0,False
1009,2,140.0,138.94607771434138,85.16436728884044,5.0,False
1009,3,140.0,145.27649655630015,34.642353548079285,5.0,False
1009,4,140.0,145.54758972479013,25.314808611009482,5.0,False
1009,5,140.0,137.32666963405552,153.94202145760593,5.0,False
1009,6,140.0,111.18579502608242,145.52316844202855,5.0,False
1009,7,140.0,108.08889694985778,145.54922145403918,5.0,False
1009,8,140.0,107.62013209418761,145.54922145403918,5.0,False
1009,9,140.0,107.72122423908694,145.54922145403918,5.0,False
1009,10,140.0,94.37077000250072,145.54924732326873,5.0,False
1009,11,135.0,76.54847572140822,145.9291345632921,0.0,False
1010,0,135.0,133.73006775076573,12.697966736795067,5.0,False
1010,1,135.0,133.53227603179246,12.697966736795067,5.0,False
1010,2,135.0,133.38938791685402,11.853663604054802,5.0,False
1010,3,135.0,133.3171778441282,11.476191903613156,5.0,False
1010,4,135.0,133.49890287420558,11.979268044733843,5.0,False
1010,5,135.0,132.59321076213425,14.63258273790403,5.0,False
1010,6,130.0,131.21220329065943,7.584909151129679,0.0,False
1010,7,130.0,130.55466737537535,6.810148679084577,0.0,False
1010,8,130.0,129.9317923408667,4.510159587695355,0.0,False
1010,9,130.0,118.33746553644659,130.95502146341755,0.0,False
1010,10,130.0,99.0061967013274,130.9523849258534,0.0,False
1010,11,130.0,82.90001628861827,130.9524173704999,0.0,False
1010,12,130.0,78.77128200491997,131.38283004089058,0.0,False
1010,13,130.0,75.33150708251837,130.01444089549705,0.0,False
1010,14,95.0,69.82697188476807,130.1572294458918,35.0,True
1010,15,95.0,65.5875974517869,129.92805516769354,35.0,True
1010,16,95.0,59.55907799471869,125.8504619351455,35.0,True
1011,0,130.0,124.30712483727194,160.96021027305142,0.0,False
1011,1,130.0,120.55051933448466,160.3812650539742,0.0,False
1011,2,130.0,109.83018019812313,136.09964120079553,0.0,False
1011,3,130.0,127.39145106782358,39.41633197959267,0.0,False
1011,4,130.0,133.8716213789523,40.33298981785198,0.0,False
1011,5,130.0,129.84546559340274,29.58185678161246,0.0,False
1011,6,130.0,130.1591520433217,31.53887769156097,0.0,False
1011,7,130.0,130.41842447526867,31.53887769156097,0.0,False
1011,8,130.0,130.0928491117054,31.53887769156097,0.0,False
1011,9,130.0,129.96520598562003,31.53887769156097,0.0,False
1011,10,130.0,131.54893064500618,34.77717337346908,0.0,False
1011,11,130.0,130.44444142476388,43.680011936003865,0.0,False
1011,12,130.0,126.76598417592463,43.54457253008978,0.0,False
1011,13,130.0,128.98997890310406,18.62711368260804,0.0,False
1011,14,130.0,125.1723191773599,44.61014462432894,0.0,False
1011,15,125.0,120.45453594681923,46.324285459574355,5.0,False
1011,16,110.0,114.6187046319669,57.37235284220375,20.0,False
1012,0,100.0,86.00947096592022,137.81802212051056,30.0,True
1012,1,135.0,102.26652834723065,137.81802212051056,5.0,False
1012,2,130.0,118.08100676460221,137.82032999102665,0.0,False
1012,3,130.0,132.34504929016097,11.812891933002447,0.0,False
1012,4,130.0,131.5835738722368,11.812891933002447,0.0,False
1012,5,130.0,130.17277193321965,36.582351650240824,0.0,False
1012,6,130.0,131.21077148586812,11.499958888878439,0.0,False
1012,7,130.0,130.51077398553875,8.457924670119809,0.0,False
1012,8,130.0,126.555067448837,26.134801029316577,0.0,False
1012,9,130.0,122.77012786289066,32.83736092056043,0.0,False
1013,0,130.0,131.1349471022964,8.089363030901112,0.0,False
1013,1,130.0,130.50100089194385,6.574745313805181,0.0,False
1013,2,130.0,130.22622368613082,6.597100031974037,0.0,False
1013,3,130.0,129.88551448601316,12.148529554388631,0.0,False
1013,4,130.0,128.99221512269514,2.2420260852576064,0.0,False
1013,5,130.0,129.33455065973868,3.572509798511817,0.0,False
1013,6,130.0,128.9071365895993,35.05887921450132,0.0,False
1013,7,130.0,131.51213965480324,16.550601639420492,0.0,False
1013,8,130.0,133.1344829765882,13.598232483587367,0.0,False
1013,9,135.0,134.06661758322298,13.37874294371585,5.0,False
1013,10,135.0,130.3461454457365,44.414099366954744,5.0,False
1013,11,135.0,118.3152586472893,141.88994232598898,5.0,False
1013,12,135.0,108.41738989057819,141.89393326344285,5.0,False
1013,13,135.0,102.37745008685353,141.89102452352856,5.0,False
1013,14,110.0,96.16402181841185,144.06291250870572,20.0,False
1013,15,100.0,91.85878623151076,139.57805720101996,30.0,True
1013,16,105.0,89.66083206843558,137.109692537966,25.0,True
1014,0,145.0,134.58994065609383,40.679272797497205,0.0,False
1014,1,145.0,139.4317877475036,44.2000024457971,0.0,False
1014,2,150.0,142.59365942500642,41.11294075968408,5.0,False
1014,3,145.0,143.1965638181081,23.173219958925614,0.0,False
1014,4,145.0,144.62004314716617,21.287416343350742,0.0,False
1014,5,145.0,143.73584902079665,22.16692287853735,0.0,False
1014,6,145.0,143.2741025034122,22.16569563191996,0.0,False
1014,7,140.0,135.97512472238188,35.769083453434746,5.0,False
1014,8,140.0,135.7504987674367,36.255392333404615,5.0,False
1014,9,140.0,133.81127441780447,32.88586758998548,5.0,False
1014,10,140.0,136.04620907883296,36.10191521019064,5.0,False
1014,11,140.0,134.93505450190167,35.01928087317965,5.0,False
1014,12,140.0,123.75344283517803,146.4421166365428,5.0,False
1014,13,135.0,121.75632128543097,53.36131469338079,10.0,False
1014,14,115.0,121.03094125130117,53.36131469338079,30.0,False
1014,15,110.0,117.43675247772767,53.36131469338079,35.0,False
1014,16,105.0,108.14471583610076,67.02311017396843,40.0,True
1015,0,140.0,114.71275341156208,146.48425590619,0.0,False
1015,1,145.0,141.98991222735896,30.759248383346375,5.0,False
1015,2,140.0,142.76388621515707,9.135224190155185,0.0,False
1015,3,140.0,141.89239467906924,9.135224190155185,0.0,False
1015,4,140.0,140.1670737452495,14.775024134649641,0.0,False
1015,5,140.0,140.54346993234228,12.968787892734781,0.0,False
1015,6,140.0,140.6084673660689,12.968787892734781,0.0,False
1015,7,140.0,140.17073174553903,14.66109306568606,0.0,False
1015,8,140.0,139.68054672275426,11.833850977634796,0.0,False
1015,9,140.0,137.3504371863316,14.210037566846992,0.0,False
1015,10,140.0,137.72495845942512,7.868998720457029,0.0,False
1015,11,140.0,138.86935065122873,14.699512101495657,0.0,False
1015,12,140.0,140.59098511788562,14.289203465369411,0.0,False
1015,13,140.0,135.45715430568578,45.01643024612514,0.0,False
1015,14,140.0,113.61398245628725,148.3360952696575,0.0,False
1015,15,140.0,103.92103006961328,148.3360952696575,0.0,False
1015,16,100.0,85.67849295434812,148.41917217736872,40.0,True
1016,0,140.0,137.4304043600035,63.86696074462924,5.0,False
1016,1,140.0,139.671520520311,42.13410338505504,5.0,False
1016,2,145.0,138.1204444554161,59.533280552820685,0.0,False
1016,3,145.0,143.4536229656644,13.98512960007676,0.0,False
1016,4,145.0,144.00651213050025,16.46450116621051,0.0,False
1016,5,145.0,145.52037131561985,10.616619913318743,0.0,False
1016,6,145.0,126.11062719964697,149.75272258004665,0.0,False
1016,7,145.0,107.31965579410407,147.85921680133745,0.0,False
1016,8,145.0,116.58820281550962,147.85651412402856,0.0,False
1016,9,145.0,116.85709366516143,147.94129403495245,0.0,False
1016,10,145.0,116.18579482259013,149.634450706145,0.0,False
1016,11,145.0,116.27365876529508,147.8480193029681,0.0,False
1016,12,145.0,115.60580635106899,147.8480193029681,0.0,False
1016,13,145.0,118.28598570073068,147.84229872638267,0.0,False
1016,14,145.0,146.61398964044955,12.158973341945341,0.0,False
1016,15,145.0,147.59806165234428,14.687886132202124,0.0,False
1016,16,150.0,146.49302991466948,51.91567707827109,5.0,False
1017,0,175.0,162.56052676900217,76.32431205142281,45.0,True
1017,1,175.0,174.21890126558677,20.791646052867208,45.0,True
1017,2,175.0,176.59229529727924,19.004348481216425,45.0,True
1017,3,175.0,173.312654366286,33.88160137763569,45.0,True
1017,4,180.0,171.8108025939596,33.88160137763572,50.0,True
1017,5,180.0,146.57074805752325,183.31349917621353,50.0,True
1017,6,175.0,138.2222582304178,183.31349917621353,45.0,True
1017,7,155.0,129.91904316731674,183.31349917621353,25.0,False
1017,8,135.0,118.05617356051111,183.34438170935837,5.0,False
1017,9,135.0,116.11387735308851,185.9452735115336,5.0,False
1017,10,125.0,109.87018060633287,158.93004430840716,5.0,False
1017,11,110.0,94.46985719272772,135.20835352442913,20.0,False
1017,12,105.0,101.49639543390751,135.15631936822456,25.0,True
1017,13,110.0,112.46635564913275,45.47795410187176,20.0,False
1017,14,110.0,98.7918484026806,135.2242457388194,20.0,False
1017,15,85.0,87.17731394633688,135.24913350818318,45.0,True
1017,16,85.0,65.99890084644113,136.42766512308296,45.0,True
1018,0,135.0,131.06309132458574,98.18773219177831,20.0,False
1018,1,140.0,132.23424147781873,94.57532286067237,15.0,False
1018,2,135.0,128.58322212579094,86.31372540942073,20.0,False
1018,3,145.0,134.54379604858076,89.40639581384187,10.0,False
1018,4,150.0,139.33054867730553,95.12288630606821,5.0,False
1018,5,160.0,139.12783693220044,95.12288630606818,5.0,False
1018,6,160.0,146.58415029262665,99.83427724269993,5.0,False
1018,7,160.0,158.49699153047564,31.278484147971426,5.0,False
1018,8,160.0,160.5704211811781,17.679440685148876,5.0,False
1018,9,160.0,160.5135827824279,17.838374217788697,5.0,False
1018,10,160.0,162.36604115681936,12.691679998712772,5.0,False
1018,11,160.0,162.42744924255248,13.039341200584005,5.0,False
1018,12,160.0,149.20865967058978,78.41340793476724,5.0,False
1018,13,160.0,141.9099513099893,89.42505529858201,5.0,False
1018,14,160.0,134.47454918817033,78.41340793476724,5.0,False
1018,15,140.0,132.68942285351116,78.41340793476724,15.0,False
1018,16,135.0,120.69492630629323,166.636167226043,20.0,False
1019,0,145.0,143.20657179831377,16.50480290678425,0.0,False
1019,1,145.0,142.41008374935336,12.804013235321946,0.0,False
1019,2,145.0,142.85964127088144,15.100206702454585,0.0,False
1019,3,145.0,144.7128479443441,14.069076844199571,0.0,False
1019,4,145.0,146.08263773277264,10.213952885954484,0.0,False
1019,5,145.0,145.83333280964038,10.213952885954484,0.0,False
1019,6,145.0,145.2711215683449,12.182063992926857,0.0,False
1019,7,145.0,145.52850130505777,11.225709327106955,0.0,False
1019,8,145.0,143.63295217914703,18.557249723095453,0.0,False
1019,9,145.0,141.3161051360067,23.81662734872306,0.0,False
1019,10,145.0,131.56306433384123,67.16520613657853,0.0,False
1019,11,140.0,123.82850903531104,63.456720926875136,5.0,False
1019,12,135.0,117.1205850749706,59.97045234285922,10.0,False
1019,13,130.0,113.13779465855798,57.21581867939808,15.0,False
1019,14,120.0,110.8011931512654,58.54434868884947,25.0,False
1019,15,120.0,108.55145415559122,47.656956068566146,25.0,False
1019,16,115.0,106.07175839681925,42.985340669451276,30.0,False
1020,0,155.0,152.57087421402753,6.935782994369845,0.0,False
1020,1,155.0,152.81790053214107,6.3725703563283105,0.0,False
1020,2,155.0,153.135671775459,6.361977984551743,0.0,False
1020,3,155.0,153.77731651229354,6.255885259612484,0.0,False
1020,4,155.0,154.59625964610356,4.615800895390748,0.0,False
1020,5,155.0,154.72675030986332,4.433995416050607,0.0,False
1020,6,155.0,154.8396106096403,3.947259951080639,0.0,False
1020,7,155.0,154.22362176914476,6.028633832621807,0.0,False
1020,8,155.0,154.2652116851964,5.962411667704174,0.0,False
1020,9,155.0,154.94420804464343,5.87916981578843,0.0,False
1020,10,155.0,154.75813239858297,5.708436744247507,0.0,False
1020,11,155.0,155.04739064645736,6.74123246505863,0.0,False
1020,12,155.0,154.7121198562607,5.760384046021954,0.0,False
1020,13,155.0,153.1472261673052,11.472951081744782,0.0,False
1020,14,155.0,152.66155132826694,13.138251379791512,0.0,False
1020,15,155.0,150.80745096294422,18.447605910541085,0.0,False
1020,16,150.0,149.3460264449397,20.875004301391215,5.0,False
1021,0,135.0,132.13082806552416,10.230415306934404,0.0,False
1021,1,135.0,132.94379285188603,8.689356208491375,0.0,False
1021,2,135.0,133.8214680397739,6.000911793498602,0.0,False
1021,3,135.0,134.15939769345215,6.000911793498602,0.0,False
1021,4,135.0,134.5084686602843,6.828233045427339,0.0,False
1021,5,135.0,134.45682648624367,6.182610547759168,0.0,False
1021,6,135.0,135.73177919968438,9.98103361233973,0.0,False
1021,7,135.0,136.1261525855031,4.918404561274144,0.0,False
1021,8,135.0,135.94730941283206,4.252511001929776,0.0,False
1021,9,135.0,135.75578334082843,4.544352727936257,0.0,False
1021,10,135.0,135.3716511305201,6.7249442170311795,0.0,False
1021,11,135.0,135.2414595369116,6.126897946601275,0.0,False
1021,12,135.0,135.39747125974014,6.126897946601275,0.0,False
1021,13,135.0,134.6546038077716,9.661133741763393,0.0,False
1021,14,135.0,133.51491092391504,6.814078544242193,0.0,False
1021,15,135.0,132.04574030180729,25.398877167922862,0.0,False
1021,16,135.0,115.66324818103423,136.7130363519232,0.0,False
1022,0,145.0,145.76526668744933,8.613440605313315,5.0,False
1022,1,145.0,145.82989409761575,8.613440605313315,5.0,False
1022,2,145.0,144.9090890298188,12.218371812122541,5.0,False
1022,3,145.0,145.34208860800223,10.206803174618017,5.0,False
1022,4,145.0,143.82406884498909,18.42977872198412,5.0,False
1022,5,145.0,142.55157143683962,16.012656450819065,5.0,False
1022,6,140.0,141.14956912468858,16.408567145909757,0.0,False
1022,7,140.0,138.78952821486664,14.248615453716837,0.0,False
1022,8,135.0,136.55743398862026,16.96753474917071,5.0,False
1022,9,135.0,133.80156414766756,13.667909146979028,5.0,False
1022,10,135.0,133.44666372325526,17.009595391060415,5.0,False
1022,11,130.0,132.72403563785042,11.384774248416576,10.0,False
1022,12,130.0,131.74476128185984,14.764459758911286,10.0,False
1022,13,130.0,129.8201852532272,15.512990386010046,10.0,False
1022,14,130.0,124.43926905389601,53.13766133126194,10.0,False
1022,15,125.0,119.13195908247503,50.37259282113253,15.0,False
1022,16,125.0,114.91830286830397,50.37259282113253,15.0,False
1023,0,145.0,144.84333885724814,16.76753667813435,5.0,False
1023,1,150.0,147.11050280327592,23.670147119453276,0.0,False
1023,2,150.0,149.3784830452331,10.189788722118777,0.0,False
1023,3,150.0,149.81403011079956,6.0778983564528914,0.0,False
1023,4,150.0,149.3779700940811,11.979097954650513,0.0,False
1023,5,150.0,150.0481616024761,5.436903830788225,0.0,False
1023,6,150.0,149.37383388938753,7.212018376171045,0.0,False
1023,7,150.0,150.62946451387586,9.028235331532954,0.0,False
1023,8,150.0,151.68002721844982,10.62117498985495,0.0,False
1023,9,150.0,152.08943998924985,12.166346277542914,0.0,False
1023,10,150.0,152.08578462094155,22.177799890393743,0.0,False
1023,11,155.0,152.87917242260713,11.344190667802707,5.0,False
1023,12,155.0,151.8018046986929,17.942978540211755,5.0,False
1023,13,155.0,149.80027600368294,24.575234284654385,5.0,False
1023,14,155.0,148.5745047893687,24.255903365921768,5.0,False
1023,15,140.0,145.08732362550015,28.898447976193523,10.0,False
1023,16,135.0,139.96247687853315,45.22335956767539,15.0,False
1024,0,135.0,136.8305929610074,15.975843212566375,5.0,False
1024,1,140.0,137.98630449523918,8.215326772335374,0.0,False
1024,2,140.0,137.73572735690348,7.872804347349955,0.0,False
1024,3,140.0,136.42920752346612,21.6422999319618,0.0,False
1024,4,135.0,135.4354870789726,27.705015622938717,5.0,False
1024,5,135.0,135.17147339979223,27.705015622938717,5.0,False
1024,6,135.0,115.86439339944734,141.91355442886245,5.0,False
1024,7,135.0,111.15719723340614,141.93985378244673,5.0,False
1024,8,135.0,114.94474725500017,143.72723772386323,5.0,False
1024,9,135.0,114.27962080964058,144.04827004191907,5.0,False
1024,10,140.0,116.53944129792659,144.04827004191907,0.0,False
1024,11,140.0,118.8053345635269,144.25822093510678,0.0,False
1024,12,140.0,116.68753640603019,144.04827004191907,0.0,False
1024,13,140.0,122.46065228561874,144.0482700419208,0.0,False
1024,14,140.0,141.48834307492123,6.266300129766051,0.0,False
1024,15,140.0,141.49866400801767,7.570425671289769,0.0,False
1024,16,140.0,140.8364321246178,6.434547467336671,0.0,False
1025,0,125.0,123.17939661485946,8.058583242712345,5.0,False
1025,1,125.0,123.2058458321676,10.09656311460165,5.0,False
1025,2,125.0,124.20949190020055,4.276604496941374,5.0,False
1025,3,125.0,123.99054511906046,4.276604496941374,5.0,False
1025,4,125.0,123.9982096876576,4.317963215933787,5.0,False
1025,5,125.0,124.15430936833936,6.5559933906986885,5.0,False
1025,6,125.0,122.9956136711834,12.959771227505328,5.0,False
1025,7,125.0,121.70703300307547,13.424448899164261,5.0,False
1025,8,120.0,120.49574026422444,13.149968945022025,0.0,False
1025,9,120.0,119.0881003081592,17.760686649664308,0.0,False
1025,10,120.0,117.7269019141786,15.300886672504149,0.0,False
1025,11,120.0,117.95976483259739,15.30099171883731,0.0,False
1025,12,120.0,117.46341179034312,15.888414245995236,0.0,False
1025,13,120.0,117.24841031189189,14.72481113921495,0.0,False
1025,14,120.0,118.29694410828024,13.877614457031612,0.0,False
1025,15,120.0,117.50497076903174,13.877614457031612,0.0,False
1025,16,120.0,115.07574234606608,32.339942875968504,0.0,False
1026,0,140.0,142.61330495338876,29.895625185204892,0.0,False
1026,1,140.0,141.7262571049023,32.947853528493084,0.0,False
1026,2,140.0,138.99401839336778,20.10783048801798,0.0,False
1026,3,140.0,138.70656606050943,20.10783048801798,0.0,False
1026,4,140.0,140.76998251683224,20.412427663313792,0.0,False
1026,5,145.0,141.5137597691843,33.43850997759037,5.0,False
1026,6,145.0,137.66641878484924,37.414511960813485,5.0,False
1026,7,140.0,133.18965161517133,34.18431276015497,0.0,False
1026,8,135.0,131.45632140634532,34.18431276015497,5.0,False
1026,9,135.0,130.46677850607816,34.18431276015497,5.0,False
1026,10,140.0,132.45005518399344,34.18431276015497,0.0,False
1026,11,130.0,130.6021923437368,34.18431276015497,10.0,False
1026,12,125.0,127.4666809632971,31.869597005205407,15.0,False
1026,13,125.0,122.89198170472291,53.06705600990172,15.0,False
1026,14,130.0,104.56607402100107,145.841635142418,10.0,False
1026,15,135.0,90.19264112765406,145.84370824311418,5.0,False
1026,16,130.0,79.18291010356496,145.9505271645325,10.0,False
1027,0,85.0,74.64466218004009,153.10646820229482,65.0,True
1027,1,145.0,92.9133891466828,153.10646820229482,5.0,False
1027,2,145.0,107.81577978181704,153.10646820229482,5.0,False
1027,3,145.0,124.44027868808608,153.10905281581654,5.0,False
1027,4,150.0,142.57574547704505,38.89714646919461,0.0,False
1027,5,145.0,143.500058334296,41.2329639830196,5.0,False
1027,6,145.0,143.9911383816386,42.88526599860819,5.0,False
1027,7,150.0,146.41950796777107,40.9346538122048,0.0,False
1027,8,155.0,148.77081086604167,42.95597483006992,5.0,False
1027,9,155.0,148.65256312983738,60.8641584870291,5.0,False
1027,10,155.0,155.80441338513552,23.052748013971723,5.0,False
1027,11,155.0,156.3014328300808,10.583458591111508,5.0,False
1027,12,155.0,151.92649450362242,35.6559604902651,5.0,False
1027,13,155.0,146.05364586722297,67.07056442411493,5.0,False
1027,14,145.0,123.40676995344751,160.1943395962844,5.0,False
1028,0,145.0,133.34874611752733,67.60012045942048,0.0,False
1028,1,145.0,132.43224402884022,68.8480893930146,0.0,False
1028,2,140.0,127.73269160030041,70.17398030087386,5.0,False
1028,3,145.0,129.37066998524702,70.17398030087386,0.0,False
1028,4,145.0,129.95093631409313,70.17398030087386,0.0,False
1028,5,150.0,130.48298820170658,71.74752055488472,5.0,False
1028,6,140.0,126.24396375797863,67.94731057829691,5.0,False
1028,7,140.0,125.34047389447554,67.94731057829691,5.0,False
1028,8,145.0,135.07646286047452,68.05635173280943,0.0,False
1028,9,145.0,145.22298094928803,38.76392626037031,0.0,False
1028,10,145.0,148.0652136879835,25.345075390222462,0.0,False
1028,11,150.0,151.07438259083665,32.760845449882,5.0,False
